,epoch,time,loss_heat_transfer,ts_pde_loss,ts_init_loss,ts_bdr_loss
0,0,5.25394082069397,11737103.275423251,5.620884353652045e-05,11622586.125,2608019.25
1,1,8.443442106246948,11737103.275423251,0.001985751153199544,7156783.2734375,4580320.0
