,epoch,time,loss_heat_transfer,ts_pde_loss,ts_init_loss,ts_bdr_loss
0,0,2.1372766494750977,10820997.000496874,0.000373975877664634,7869770.046875,3120617.0
1,1,3.683105230331421,10820997.000496874,0.0004968737684976077,7743737.0,3077260.0
